"TRIP_ID","SET_NUM","year","SABLE.DEPTH.GROUP","Spatial.Stratum","SABLE.SET.TYPE","TOTAL.TRAPS","CPUE.TRAPS","TOTAL.SABLE.COUNT","CPUE.SABLE.COUNT","FE_USABILITY","CPUE.SABLE.WEIGHT","TOTAL_SABLE_WEIGHT","FE_MAJOR_LEVEL_ID","FE.MODAL.BOTTOM.DEPTH"
43910,269105,1989,,"Quatsino Sound","OFFSHORE STANDARDIZED-EXTRA BAIT",69,69,345,345,1,867,867,2,670
43910,269106,1989,,"Quatsino Sound","OFFSHORE STANDARDIZED-EXTRA BAIT",67,67,483,483,1,1168,1168,3,870
43910,269107,1989,,"Triangle Island","OFFSHORE STANDARDIZED-EXTRA BAIT",70,70,578,578,1,1240,1240,4,665
43910,269108,1989,,"Triangle Island","OFFSHORE STANDARDIZED-EXTRA BAIT",66,66,474,474,1,1602,1602,5,781
43910,269109,1989,,"Triangle Island","OFFSHORE STANDARDIZED-EXTRA BAIT",69,69,216,216,1,693,693,6,437
43910,269110,1989,,"Cape St. James","OFFSHORE STANDARDIZED-EXTRA BAIT",72,72,568,568,1,2071,2071,7,537
43910,269111,1989,,"Cape St. James","OFFSHORE STANDARDIZED-EXTRA BAIT",70,70,613,613,1,1775,1775,8,668
43910,269112,1989,,"Cape St. James","OFFSHORE STANDARDIZED-EXTRA BAIT",67,67,796,796,1,2983,2983,9,806
43910,269113,1989,,"Gowgaia Bay","OFFSHORE STANDARDIZED-EXTRA BAIT",67,67,1280,1280,1,4730,4730,10,698
43910,269114,1989,,"Gowgaia Bay","OFFSHORE STANDARDIZED-EXTRA BAIT",65,65,864,864,1,3375,3375,11,980
43910,269115,1989,,"Gowgaia Bay","OFFSHORE STANDARDIZED-EXTRA BAIT",65,65,806,806,1,3177,3177,12,432
43910,269116,1989,,,"COMMERCIAL",68,68,753,753,1,2619,2619,13,742
43910,269117,1989,,,"COMMERCIAL",64,64,902,902,1,3186,3186,14,564
43910,269118,1989,,,"COMMERCIAL",68,,,,13,,,15,638
43910,269119,1989,,"Buck Point","OFFSHORE STANDARDIZED-EXTRA BAIT",64,64,692,692,1,1910,1910,16,756
43910,269120,1989,,"Buck Point","OFFSHORE STANDARDIZED-EXTRA BAIT",62,62,883,883,1,2172,2172,17,641
43910,269121,1989,,"Buck Point","OFFSHORE STANDARDIZED-EXTRA BAIT",74,74,133,133,1,452,452,18,360
43910,269122,1989,,"Langara Island-North Frederick","OFFSHORE STANDARDIZED-EXTRA BAIT",78,78,446,446,1,2416,2416,19,459
43910,269123,1989,,"Langara Island-North Frederick","OFFSHORE STANDARDIZED-EXTRA BAIT",75,75,596,596,1,3036,3036,20,444
43910,269124,1989,,"Langara Island-North Frederick","OFFSHORE STANDARDIZED-EXTRA BAIT",71,71,543,543,1,1688,1688,21,444
43910,269125,1989,,"Esperanza Inlet","OFFSHORE STANDARDIZED-EXTRA BAIT",65,65,622,622,1,1408,1408,22,551
43910,269126,1989,,"Esperanza Inlet","OFFSHORE STANDARDIZED-EXTRA BAIT",63,63,561,561,1,1178,1178,23,669
43910,269127,1989,,"Esperanza Inlet","OFFSHORE STANDARDIZED-EXTRA BAIT",63,63,548,548,1,1295,1295,24,832
43910,269128,1989,,,"NO SET TYPE",,,,,13,,,25,472
43910,269129,1989,,"Barkley Canyon","OFFSHORE STANDARDIZED-EXTRA BAIT",69,69,343,343,1,943,943,26,647
43910,269130,1989,,,"NO SET TYPE",,,,,13,,,27,474
43910,269131,1989,,"Barkley Canyon","OFFSHORE STANDARDIZED-EXTRA BAIT",79,79,584,584,1,1360,1360,28,412
43910,269132,1989,,"Barkley Canyon","OFFSHORE STANDARDIZED-EXTRA BAIT",66,66,384,384,1,940,940,29,815
43750,0,1990,,"Finlayson Channel","TRADITIONAL TAGGING",,,,,1,,,0,0
43750,0,1990,,"Portland Inlet","INLET STANDARDIZED",,,,,1,,,0,0
43750,268304,1990,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,92,92,1,314,314,1,420
43750,268305,1990,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,80,80,1,222,222,2,663
43750,268306,1990,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",26,26,81,81,1,184,184,3,892
43750,268307,1990,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",23,23,131,131,1,276,276,4,585
43750,268308,1990,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,157,157,1,340,340,5,1070
43750,268309,1990,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,188,188,1,396,396,6,1052
43750,268310,1990,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,192,192,1,620,620,7,915
43750,268311,1990,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,85,85,1,264,264,8,755
43750,268312,1990,"D2","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,226,226,1,596,596,9,499
43750,268313,1990,"D2","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,182,182,1,494,494,10,558
43750,268314,1990,"D3","Esperanza Inlet","OFFSHORE STANDARDIZED",25,24,100,100,1,260,260,11,670
43750,268315,1990,"D3","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,153,153,1,385,385,12,763
43750,268316,1990,"D4","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,182,182,1,457,457,13,868
43750,268317,1990,"D4","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,255,255,1,513,513,14,887
43750,268318,1990,"D5","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,338,338,1,615,615,15,998
43750,268319,1990,"D5","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,240,240,1,457,457,16,1081
43750,268320,1990,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,442,442,1,1129,1129,17,481
43750,268321,1990,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,345,345,1,864,864,18,595
43750,268322,1990,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,169,169,1,461,461,19,670
43750,268323,1990,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,200,200,1,488,488,20,755
43750,268324,1990,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,330,330,1,711,711,21,907
43750,268325,1990,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",24,24,396,396,1,769,769,22,970
43750,268326,1990,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",3,,18,,13,,41,23,1153
43750,268327,1990,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,293,293,1,635,635,24,1033
43673,0,1991,,"Finlayson Channel","TRADITIONAL TAGGING",,,,,1,,,0,0
43673,0,1991,,"Portland Inlet","INLET STANDARDIZED",,,,,1,,,0,0
43673,267377,1991,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",24,24,223,223,1,376,376,1,511
43673,267378,1991,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,122,122,1,297,297,2,662
43673,267379,1991,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,609,609,1,1055,1055,3,852
43673,267380,1991,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,329,329,1,707,707,4,1113
43673,267381,1991,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,462,462,1,963,963,5,1065
43673,267382,1991,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,571,571,1,1022,1022,6,904
43673,267383,1991,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,353,353,1,520,520,7,789
43673,267384,1991,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,104,104,1,241,241,8,563
43673,267385,1991,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",24,24,42,42,1,118,118,9,566
43673,267386,1991,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,70,70,1,215,215,10,757
43673,267387,1991,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,299,299,1,606,606,11,892
43673,267388,1991,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,152,152,1,365,365,12,1096
43673,267389,1991,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,89,89,1,173,173,13,627
43673,267390,1991,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,68,68,1,136,136,14,717
43673,267391,1991,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",24,24,169,169,1,320,320,15,906
43673,267392,1991,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,145,145,1,381,381,16,1093
43673,267393,1991,"D2","Langara Island-North Frederick","OFFSHORE STANDARDIZED",24,24,247,247,1,907,907,17,579
43673,267394,1991,"D3","Langara Island-North Frederick","OFFSHORE STANDARDIZED",24,24,200,200,1,720,720,18,720
43673,267395,1991,"D4","Langara Island-North Frederick","OFFSHORE STANDARDIZED",23,23,210,210,1,790,790,19,941
43673,267396,1991,"D5","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,279,279,1,1073,1073,20,1113
43673,267397,1991,"D2","Buck Point","OFFSHORE STANDARDIZED",24,24,173,173,1,642,642,21,527
43673,267398,1991,"D3","Buck Point","OFFSHORE STANDARDIZED",24,24,51,51,1,134,134,22,719
43673,267399,1991,"D4","Buck Point","OFFSHORE STANDARDIZED",24,24,91,91,1,272,272,23,975
43673,267400,1991,"D5","Buck Point","OFFSHORE STANDARDIZED",24,24,55,55,1,184,184,24,1083
43673,267401,1991,"D2","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,282,282,1,1129,1129,25,629
43673,267402,1991,"D3","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,104,104,1,373,373,26,685
43673,267403,1991,"D5","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,95,95,1,414,414,27,1064
43673,267404,1991,"D4","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,63,63,1,278,278,28,828
43673,267405,1991,"D2","Triangle Island","OFFSHORE STANDARDIZED",24,24,112,112,1,331,331,29,546
43673,267406,1991,"D3","Triangle Island","OFFSHORE STANDARDIZED",24,24,32,32,1,87,87,30,753
43673,267407,1991,"D4","Triangle Island","OFFSHORE STANDARDIZED",24,24,41,41,1,167,167,31,862
43673,267408,1991,"D5","Triangle Island","OFFSHORE STANDARDIZED",24,24,27,27,1,130,130,32,1074
43670,0,1992,,"Finlayson Channel","TRADITIONAL TAGGING",,,,,1,,,0,0
43670,0,1992,,"Portland Inlet","INLET STANDARDIZED",,,,,1,,,0,0
43670,266404,1992,"D2","Triangle Island","OFFSHORE STANDARDIZED",25,25,278,278,1,829,829,1,548
43670,266405,1992,"D3","Triangle Island","OFFSHORE STANDARDIZED",25,25,259,259,1,664,664,2,691
43670,266406,1992,"D4","Triangle Island","OFFSHORE STANDARDIZED",25,25,116,116,1,451,451,3,864
43670,266407,1992,"D5","Triangle Island","OFFSHORE STANDARDIZED",25,25,108,108,1,380,380,4,1092
43670,266408,1992,"D1","Triangle Island","OFFSHORE STANDARDIZED",25,25,136,136,1,599,599,5,321
43670,266409,1992,"D2","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,104,104,1,371,371,6,575
43670,266410,1992,"D3","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,31,31,1,116,116,7,696
43670,266411,1992,"D4","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,105,105,1,368,368,8,893
43670,266412,1992,"D5","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,165,165,1,623,623,9,1098
43670,266413,1992,"D1","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,43,43,1,167,167,10,307
43670,266414,1992,"D2","Buck Point","OFFSHORE STANDARDIZED",24,24,281,281,1,970,970,11,516
43670,266415,1992,"D3","Buck Point","OFFSHORE STANDARDIZED",25,25,258,258,1,684,684,12,679
43670,266416,1992,"D4","Buck Point","OFFSHORE STANDARDIZED",23,23,169,169,1,559,559,13,920
43670,266417,1992,"D5","Buck Point","OFFSHORE STANDARDIZED",25,25,123,123,1,400,400,14,1098
43670,266418,1992,"D1","Buck Point","OFFSHORE STANDARDIZED",17,17,53,53,1,215,215,15,378
43670,266419,1992,"D3","Hippa Island","OFFSHORE STANDARDIZED",25,25,94,94,1,291,291,16,775
43670,266420,1992,"D4","Hippa Island","OFFSHORE STANDARDIZED",25,25,184,184,1,616,616,17,910
43670,266421,1992,"D5","Hippa Island","OFFSHORE STANDARDIZED",25,25,111,111,1,362,362,18,1091
43670,266422,1992,"D2","Hippa Island","OFFSHORE STANDARDIZED",24,24,115,115,1,443,443,19,622
43670,266423,1992,"D2","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,279,279,1,1007,1007,20,526
43670,266424,1992,"D4","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,89,89,1,288,288,21,904
43670,266425,1992,"D5","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,119,119,1,456,456,22,1083
43670,266426,1992,"D3","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,209,209,1,486,486,23,737
43670,266427,1992,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,233,233,1,574,574,24,1070
43670,266428,1992,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,366,366,1,883,883,25,926
43670,266429,1992,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,177,177,1,512,512,26,708
43670,266430,1992,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,209,209,1,688,688,27,526
43670,266431,1992,"D1","Quatsino Sound","OFFSHORE STANDARDIZED",25,24,129,129,1,487,487,28,366
43670,266432,1992,"D1","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,187,187,1,637,637,29,354
43670,266433,1992,"D2","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,310,310,1,914,914,30,623
43670,266434,1992,"D3","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,206,206,1,604,604,31,661
43670,266435,1992,"D4","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,265,265,1,681,681,32,931
43670,266436,1992,"D5","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,409,409,1,953,953,33,1113
43670,266437,1992,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,479,479,1,999,999,34,1082
43670,266438,1992,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,526,526,1,1045,1045,35,906
43670,266439,1992,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",24,24,454,454,1,952,952,36,725
43670,266440,1992,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,23,567,567,1,1702,1702,37,572
43670,266441,1992,"D1","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,344,344,1,836,836,38,398
43650,265304,1993,"D1","Hippa Island","OFFSHORE STANDARDIZED",25,22,27,25,12,87,95,1,300
43650,265305,1993,"D2","Hippa Island","OFFSHORE STANDARDIZED",25,25,271,271,1,767,767,2,590
43650,265306,1993,"D3","Hippa Island","OFFSHORE STANDARDIZED",25,25,219,219,1,767,767,3,665
43650,265307,1993,"D4","Hippa Island","OFFSHORE STANDARDIZED",25,25,144,144,1,503,503,4,843
43650,265308,1993,"D5","Hippa Island","OFFSHORE STANDARDIZED",25,25,187,187,1,724,724,5,957
43650,265309,1993,"D2","Langara Island-North Frederick","OFFSHORE STANDARDIZED",23,23,240,240,1,1049,1049,6,507
43650,265310,1993,"D5","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,148,148,1,678,678,7,1148
43650,265311,1993,"D4","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,151,151,1,568,568,8,983
43650,265312,1993,"D3","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,232,232,1,804,804,9,709
43650,265313,1993,"D2","Buck Point","OFFSHORE STANDARDIZED",24,24,300,300,1,792,792,10,620
43650,265314,1993,"D3","Buck Point","OFFSHORE STANDARDIZED",25,25,125,125,1,360,360,11,745
43650,265315,1993,"D4","Buck Point","OFFSHORE STANDARDIZED",25,25,104,104,1,389,389,12,967
43650,265316,1993,"D5","Buck Point","OFFSHORE STANDARDIZED",25,25,84,84,1,321,321,13,1098
43650,265317,1993,"D1","Buck Point","OFFSHORE STANDARDIZED",25,25,233,233,1,1103,1103,14,434
43650,265318,1993,"D2","Gowgaia Bay","OFFSHORE STANDARDIZED",25,24,356,356,1,1470,1470,15,619
43650,265319,1993,"D5","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,171,171,1,791,791,16,1070
43650,265320,1993,"D3","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,345,345,1,1293,1293,17,692
43650,265321,1993,"D4","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,178,178,1,739,739,18,944
43650,265322,1993,"D3","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,318,318,1,1211,1211,19,756
43650,265323,1993,"D5","Triangle Island","OFFSHORE STANDARDIZED",25,25,169,169,1,735,735,20,1067
43650,265324,1993,"D4","Triangle Island","OFFSHORE STANDARDIZED",24,24,174,174,1,799,799,21,831
43650,265325,1993,"D3","Triangle Island","OFFSHORE STANDARDIZED",25,25,230,230,1,630,630,22,681
43650,265326,1993,"D2","Triangle Island","OFFSHORE STANDARDIZED",25,25,289,289,1,901,901,23,556
43650,265327,1993,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,133,133,1,499,499,24,1078
43650,265328,1993,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,102,102,1,402,402,25,833
43650,265329,1993,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,256,256,1,834,834,26,723
43650,265330,1993,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",27,27,314,314,1,943,943,27,461
43650,265331,1993,"D1","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,172,172,1,674,674,28,361
43650,265332,1993,"D1","Esperanza Inlet","OFFSHORE STANDARDIZED",24,24,327,327,1,1239,1239,29,393
43650,265333,1993,"D2","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,419,419,1,978,978,30,505
43650,265334,1993,"D3","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,304,304,1,1015,1015,31,745
43650,265335,1993,"D4","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,512,512,1,1372,1372,32,988
43650,265336,1993,"D5","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,547,547,1,1485,1485,33,1033
43650,265337,1993,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,372,372,1,981,981,34,1024
43650,265338,1993,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,540,540,1,1316,1316,35,942
43650,265339,1993,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,467,467,1,1356,1356,36,682
43650,265340,1993,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,699,699,1,1843,1843,37,613
43650,265341,1993,"D1","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,576,576,1,1371,1371,38,390
43650,265342,1993,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,256,256,1,648,648,39,1078
43650,265343,1993,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,432,432,1,1016,1016,40,891
43650,265344,1993,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,372,372,1,1117,1117,41,770
43650,265345,1993,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,617,617,1,1448,1448,42,591
43670,0,1993,,"Finlayson Channel","TRADITIONAL TAGGING",,,,,1,,,0,0
43670,0,1993,,"Portland Inlet","INLET STANDARDIZED",,,,,1,,,0,0
43390,0,1994,,"Finlayson Channel","TRADITIONAL TAGGING",,,,,1,,,0,0
43390,262244,1994,"D1","Barkley Canyon","OFFSHORE STANDARDIZED",0,,,,13,,,1,400
43390,262245,1994,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",24,24,538,538,1,1405,1405,2,494
43390,262246,1994,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,196,196,1,619,619,3,750
43390,262247,1994,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,497,497,1,964,964,4,853
43390,262248,1994,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,430,430,1,921,921,5,1006
43390,262249,1994,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,174,174,1,480,480,6,571
43390,262250,1994,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,85,85,1,267,267,7,768
43390,262251,1994,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,75,75,1,190,190,8,823
43390,262252,1994,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,43,43,1,99,99,9,969
43390,262253,1994,"D1","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,99,99,1,443,443,10,311
43390,262254,1994,"D2","Solander Island","OFFSHORE STANDARDIZED",25,25,137,137,1,407,407,11,526
43390,262255,1994,"D4","Solander Island","OFFSHORE STANDARDIZED",25,25,116,116,1,262,262,12,805
43390,262256,1994,"D5","Solander Island","OFFSHORE STANDARDIZED",25,25,69,69,1,153,153,13,823
43390,262257,1994,"D3","Solander Island","OFFSHORE STANDARDIZED",25,25,79,79,1,228,228,14,695
43390,262258,1994,"D1","Solander Island","OFFSHORE STANDARDIZED",25,24,17,17,1,82,82,15,365
43390,262259,1994,"D5","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,211,211,1,540,540,16,1061
43390,262260,1994,"D3","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,159,159,1,392,392,17,732
43390,262261,1994,"D4","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,88,88,1,239,239,18,990
43390,262262,1994,"D2","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,216,216,1,388,388,19,585
43390,262263,1994,"D1","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,235,235,1,621,621,20,274
43390,262264,1994,"D5","Triangle Island","OFFSHORE STANDARDIZED",25,25,9,9,1,35,35,21,1097
43390,262265,1994,"D3","Triangle Island","OFFSHORE STANDARDIZED",25,24,106,106,1,294,294,22,677
43390,262266,1994,"D4","Triangle Island","OFFSHORE STANDARDIZED",25,25,9,9,1,19,19,23,841
43390,262267,1994,"D2","Triangle Island","OFFSHORE STANDARDIZED",25,25,236,236,1,565,565,24,585
43390,262268,1994,"D1","Triangle Island","OFFSHORE STANDARDIZED",25,25,88,88,1,234,234,25,421
43390,262269,1994,,"Finlayson Channel","TRADITIONAL TAGGING",75,75,825,825,1,1580,1580,26,549
43390,262270,1994,,"Mathieson Channel","TRADITIONAL TAGGING",75,75,842,842,1,1780,1780,27,439
43630,264224,1994,"D1","Cape St. James","OFFSHORE STANDARDIZED",26,26,42,42,1,179,179,1,333
43630,264225,1994,"D3","Cape St. James","OFFSHORE STANDARDIZED",20,20,84,84,1,264,264,2,735
43630,264226,1994,"D5","Cape St. James","OFFSHORE STANDARDIZED",25,,170,,13,,801,3,1167
43630,264227,1994,"D4","Cape St. James","OFFSHORE STANDARDIZED",22,22,86,86,1,357,357,4,942
43630,264228,1994,"D2","Cape St. James","OFFSHORE STANDARDIZED",25,25,83,83,1,239,239,5,528
43630,264229,1994,"D5","Gowgaia Bay","OFFSHORE STANDARDIZED",25,,157,,13,,645,6,1063
43630,264230,1994,"D4","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,94,94,1,436,436,7,964
43630,264231,1994,"D3","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,222,222,1,857,857,8,732
43630,264232,1994,,,"COMMERCIAL",24,24,151,151,1,588,588,9,647
43630,264233,1994,"D1","Gowgaia Bay","OFFSHORE STANDARDIZED",21,21,38,38,1,161,161,10,338
43630,264234,1994,"D2","Gowgaia Bay","OFFSHORE STANDARDIZED",59,,435,,13,,1660,11,595
43630,264235,1994,"D5","Buck Point","OFFSHORE STANDARDIZED",25,25,78,78,1,295,295,12,1090
43630,264236,1994,"D4","Buck Point","OFFSHORE STANDARDIZED",25,25,109,109,1,395,395,13,893
43630,264237,1994,"D3","Buck Point","OFFSHORE STANDARDIZED",23,23,94,94,1,268,268,14,702
43630,264238,1994,"D2","Buck Point","OFFSHORE STANDARDIZED",25,25,170,170,1,507,507,15,573
43630,264239,1994,"D1","Buck Point","OFFSHORE STANDARDIZED",25,25,50,50,1,180,180,16,384
43630,264240,1994,,,"COMMERCIAL",25,25,187,187,1,543,543,17,655
43630,264241,1994,"D5","Hippa Island","OFFSHORE STANDARDIZED",25,,103,,13,,423,18,1115
43630,264242,1994,"D4","Hippa Island","OFFSHORE STANDARDIZED",25,25,138,138,1,335,335,19,942
43630,264243,1994,"D3","Hippa Island","OFFSHORE STANDARDIZED",25,25,72,72,1,238,238,20,741
43630,264244,1994,"D2","Hippa Island","OFFSHORE STANDARDIZED",25,25,60,60,1,242,242,21,513
43630,264245,1994,"D1","Hippa Island","OFFSHORE STANDARDIZED",25,25,74,74,1,238,238,22,382
43630,264246,1994,,,"COMMERCIAL",25,25,130,130,1,397,397,23,646
