"Year","trip","Sets","Avgtemp","Mintemp","Maxtemp","depth_stratum","lat"
2007,65106,57,4.3505,3.8611,5.3531,"RD2       ",51
2006,62666,52,4.2747,3.9363,4.5897,"RD2       ",51
2008,67007,61,4.2814,3.9123,4.4755,"RD2       ",51
2007,65106,60,5.7865,5.7092,5.8763,"RD1       ",51
2007,65106,69,4.0889,3.7928,4.5201,"RD2       ",52
2020,85690,1,5.5664,5.3474,5.814,"RD1       ",48
2011,72067,49,6.1845,5.8929,6.3461,"RD1       ",50
2006,62666,36,6.9126,6.8514,6.9996,"RD1       ",50
2009,69067,15,2.7199,2.6473,2.7462,"RD3       ",48
2015,77830,39,7.1764,7.06,7.32,"RD1       ",51
2020,85690,32,3.2518,3.1353,3.4684,"RD3       ",50
2017,82790,83,2.9398,2.8745,2.9989,"RD3       ",53
2016,80471,108,4.202,3.8384,4.8893,"RD2       ",52
2006,62666,93,3.8143,3.6956,3.9726,"RD2       ",52
2016,80471,7,3.8467,3.8053,3.8808,"RD3       ",48
2011,72067,110,5.3255,5.2226,5.4173,"RD1       ",54
2006,62666,34,3.5014,3.3198,3.6019,"RD3       ",50
2013,74872,66,4.6646,4.4386,4.7874,"RD2       ",52
2006,62666,6,5.5717,5.3158,5.8554,"RD2       ",48
2016,80471,39,3.5732,3.0103,3.9351,"RD3       ",51
2019,85230,27,3.9199,3.739,4.0991,"RD3       ",49
2009,69067,51,7.1093,7.0527,7.1733,"RD1       ",50
2017,82790,49,3.4821,3.3896,3.5761,"RD3       ",51
2020,85690,85,5.0739,4.7128,5.6103,"RD2       ",51
2019,85230,8,6.9372,6.82,7.0143,"RD1       ",48
2013,74872,69,3.5984,3.413,3.7931,"RD3       ",53
2019,85230,5,4.3557,4.1737,4.5791,"RD2       ",48
2020,85690,34,5.4518,5.0943,5.7983,"RD1       ",50
2008,67007,31,3.8997,3.774,4.1254,"RD3       ",49
2017,82790,80,3.0768,3.0066,3.1666,"RD3       ",53
2013,74872,15,4.9285,4.7748,5.1428,"RD2       ",48
2019,85230,66,5.3381,5.1663,5.7123,"RD1       ",51
2008,67007,45,6.8021,6.6781,6.8505,"RD1       ",50
2006,62666,25,2.893,2.7147,2.9654,"RD3       ",49
2009,69067,76,4.1747,3.9297,4.3446,"RD2       ",51
2017,82790,76,4.1719,3.7791,4.3507,"RD2       ",53
2011,72067,105,3.2298,3.0636,3.3604,"RD3       ",53
2010,70787,22,4.8055,4.6735,4.9741,"RD2       ",49
2013,74872,81,5.5766,5.3467,6.0408,"RD1       ",53
2010,70787,109,3.8336,3.6881,4.2016,"RD2       ",53
2020,85690,38,3.4118,3.2427,3.6498,"RD3       ",50
2011,72067,88,3.886,3.6353,4.0518,"RD2       ",53
2011,72067,51,6.1149,6.1061,6.1221,"RD1       ",51
2016,80471,33,7.1899,6.9444,7.4297,"RD1       ",50
2014,76150,58,6.0445,5.5834,6.473,"RD1       ",51
2013,74872,82,4.2729,4.0992,4.4289,"RD2       ",53
2007,65106,17,4.5098,4.3663,4.802,"RD2       ",49
2016,80471,88,4.6249,4.4509,4.8774,"RD2       ",53
2010,70787,88,3.0966,2.85,3.2463,"RD3       ",52
2014,76150,15,4.2033,4.066,4.3675,"RD2       ",49
2016,80471,78,2.3309,2.1782,2.6239,"RD3       ",54
2012,73190,53,6.6091,6.5534,6.6839,"RD1       ",50
2008,67007,25,2.7379,2.6684,2.8108,"RD3       ",49
2006,62666,65,3.0098,2.9323,3.137,"RD3       ",52
2011,72067,94,3.6911,3.5883,3.7964,"RD2       ",53
2013,74872,91,5.7506,5.6462,5.8493,"RD1       ",54
2009,69067,83,4.5126,4.1025,5.0403,"RD2       ",52
2019,85230,80,4.3631,4.1872,4.5579,"RD2       ",53
2013,74872,31,3.6494,3.4992,3.8636,"RD3       ",50
2012,73190,33,3.8283,3.5876,4.0196,"RD3       ",49
2020,85690,58,3.8747,3.713,4.1293,"RD2       ",52
2013,74872,78,4.7795,4.61,4.9609,"RD2       ",53
2016,80471,49,6.6731,6.5333,6.7526,"RD1       ",51
2015,77830,58,4.3904,4.07,5.26,"RD2       ",51
2009,69067,110,3.2565,3.1484,3.4438,"RD3       ",53
2012,73190,86,5.6538,5.316,5.968,"RD1       ",52
2009,69067,18,5.6387,5.4587,5.8152,"RD1       ",48
2011,72067,97,4.6939,4.5391,4.9032,"RD2       ",53
2016,80471,22,5.1201,4.8705,5.3756,"RD2       ",49
2007,65106,44,4.383,4.05,4.7169,"RD2       ",50
2012,73190,80,6.2883,6.1137,6.6271,"RD1       ",52
2016,80471,55,4.9054,4.2852,5.6351,"RD2       ",51
2020,85690,41,3.5381,3.4065,3.7375,"RD3       ",50
2006,62666,30,4.2035,3.9405,4.3189,"RD2       ",49
2020,85690,86,4.8158,4.2445,5.4921,"RD2       ",51
2014,76150,63,4.4566,4.2283,4.7196,"RD2       ",52
2012,73190,24,2.8492,2.6545,2.9888,"RD3       ",49
2012,73190,23,6.2847,5.991,6.6689,"RD1       ",49
2016,80471,104,4.1682,3.9521,4.4703,"RD2       ",52
2006,62666,68,3.8064,3.5888,4.0532,"RD2       ",52
2018,84250,92,3.9686,3.8324,4.1522,"RD2       ",53
2018,84250,34,7.2416,7.1516,7.3019,"RD1       ",50
2014,76150,6,3.3004,3.2223,3.4301,"RD3       ",48
2007,65106,99,3.259,3.1129,3.4666,"RD3       ",54
2007,65106,68,4.1039,3.719,4.4091,"RD2       ",52
2015,77830,72,2.7893,2.7,2.94,"RD3       ",52
2007,65106,78,4.4237,4.1884,4.6676,"RD2       ",52
2012,73190,83,4.8638,4.4464,5.2162,"RD2       ",52
2015,77830,79,2.9745,2.86,3.07,"RD3       ",53
2019,85230,87,5.9993,5.9057,6.176,"RD1       ",54
2017,82790,65,3.3031,3.092,3.4412,"RD3       ",52
2007,65106,82,4.2114,4.0013,4.4508,"RD2       ",53
2013,74872,30,5.3266,5.1399,5.5692,"RD1       ",50
2020,85690,17,4.6293,4.4863,4.7949,"RD2       ",49
2010,70787,87,2.9743,2.8307,3.1734,"RD3       ",52
2009,69067,99,3.1204,2.9948,3.2409,"RD3       ",52
2010,70787,13,3.3044,3.1864,3.4879,"RD3       ",48
2015,77830,45,4.5036,4.21,4.83,"RD2       ",51
2017,82790,54,6.0156,6.0057,6.0238,"RD1       ",51
2013,74872,71,5.169,4.9879,5.403,"RD1       ",53
2007,65106,89,4.3598,4.2061,4.5013,"RD2       ",53
2014,76150,41,6.7914,5.7863,7.1626,"RD1       ",50
2014,76150,51,2.8354,2.5144,3.1039,"RD3       ",51
2016,80471,91,2.8101,2.6683,2.9567,"RD3       ",52
2009,69067,20,3.7974,3.6217,3.9817,"RD3       ",48
2013,74872,65,4.2781,4.1013,4.5613,"RD2       ",52
2007,65106,70,4.7019,4.3737,5.132,"RD1       ",52
2014,76150,26,7.2286,6.2376,7.5195,"RD1       ",49
2018,84250,68,5.8063,5.2865,6.6055,"RD2       ",51
2007,65106,77,3.0044,2.8351,3.1665,"RD3       ",52
2019,85230,71,2.8269,2.7394,2.9785,"RD3       ",52
2020,85690,6,3.3586,3.2531,3.439,"RD3       ",48
2010,70787,49,3.3307,3.0826,3.4735,"RD3       ",50
2011,72067,38,2.8747,2.7634,3.0603,"RD3       ",50
2006,62666,56,6.0959,6.0811,6.1134,"RD1       ",51
2006,62666,14,6.8635,6.7113,6.9854,"RD1       ",48
2020,85690,45,3.9409,3.8307,4.0446,"RD2       ",51
2016,80471,26,4.8172,4.5794,5.1162,"RD2       ",49
2020,85690,39,6.2586,6.1151,6.4764,"RD1       ",50
2008,67007,32,5.3524,5.2904,5.4552,"RD2       ",49
2007,65106,10,2.8818,2.86,2.9087,"RD3       ",48
2018,84250,108,4.6777,4.4539,4.9065,"RD2       ",54
2014,76150,89,5.5938,5.4832,5.7238,"RD1       ",54
2009,69067,130,5.4743,5.1276,5.8975,"RD1       ",54
2012,73190,105,3.2854,3.113,3.4948,"RD3       ",53
2012,73190,95,3.1637,2.9279,3.2575,"RD3       ",53
2007,65106,64,5.4472,4.8594,5.8031,"RD1       ",52
2015,77830,20,7.203,6.25,7.39,"RD1       ",49
2011,72067,103,4.4201,4.248,4.558,"RD2       ",53
2015,77830,2,3.5549,3.49,3.67,"RD3       ",48
2019,85230,85,4.5978,4.3676,4.8219,"RD2       ",54
2010,70787,74,4.3987,3.8233,5.1349,"RD2       ",51
2010,70787,82,5.6739,4.8294,6.1859,"RD1       ",52
2012,73190,27,5.8956,5.6259,6.2629,"RD1       ",49
2020,85690,3,3.2514,3.172,3.3525,"RD3       ",48
2011,72067,7,4.5608,4.4158,4.7026,"RD2       ",48
2009,69067,52,5.3356,4.9849,5.4873,"RD2       ",51
2012,73190,15,6.8841,6.8398,6.9192,"RD1       ",48
2020,85690,15,4.7849,4.6423,4.927,"RD2       ",48
2016,80471,19,6.999,6.8753,7.0936,"RD1       ",49
2013,74872,35,3.2806,3.1028,3.5181,"RD3       ",50
2009,69067,87,4.5792,4.31,4.9241,"RD2       ",52
2012,73190,67,5.9651,5.613,6.1444,"RD1       ",51
2011,72067,32,4.1613,4.0756,4.2372,"RD2       ",49
2018,84250,6,7.2467,7.2169,7.254,"RD1       ",48
2010,70787,68,3.1281,2.9674,3.3304,"RD3       ",51
2013,74872,46,6.5174,6.4092,6.6619,"RD1       ",51
2019,85230,28,4.6028,4.1953,4.9433,"RD2       ",49
2009,69067,13,4.8309,4.723,4.9431,"RD2       ",48
2018,84250,16,5.7956,5.4123,6.2318,"RD1       ",48
2006,62666,11,5.5951,5.2242,6.0025,"RD2       ",48
2020,85690,75,5.7062,5.4336,5.9728,"RD1       ",53
2020,85690,31,4.5097,4.4247,4.6978,"RD2       ",49
2006,62666,81,3.4596,3.2534,3.6017,"RD3       ",53
2019,85230,68,5.5195,5.2858,5.6911,"RD1       ",51
2014,76150,20,5.0444,4.8291,5.2395,"RD2       ",49
2014,76150,32,3.2094,3.0292,3.3499,"RD3       ",50
2013,74872,87,3.2256,3.0366,3.3554,"RD3       ",53
2012,73190,89,3.464,3.3098,3.6602,"RD3       ",52
2020,85690,42,4.6611,4.3299,4.8727,"RD2       ",51
2013,74872,38,3.6513,3.5379,3.786,"RD3       ",50
2016,80471,96,4.185,3.975,4.3102,"RD2       ",53
2009,69067,127,4.6927,4.483,4.9854,"RD2       ",54
2013,74872,58,5.6747,5.3358,5.9438,"RD1       ",52
2015,77830,32,7.3695,7.34,7.4,"RD1       ",50
2006,62666,66,3.2853,3.1356,3.4376,"RD3       ",52
2014,76150,53,5.715,5.5482,5.9121,"RD1       ",51
2014,76150,81,4.8574,4.6457,5.0487,"RD2       ",53
2006,62666,38,4.7465,4.5153,5.0464,"RD2       ",50
2006,62666,7,7.1171,7.0249,7.1868,"RD1       ",48
2006,62666,33,4.5966,4.2369,5.0199,"RD2       ",50
2007,65106,2,3.3531,3.2982,3.368,"RD3       ",48
2006,62666,55,5.8564,5.6547,6.0596,"RD1       ",51
2017,82790,71,2.945,2.809,3.0204,"RD3       ",52
2008,67007,101,2.9302,2.8549,2.997,"RD3       ",53
2013,74872,26,6.5941,6.3605,6.8788,"RD2       ",50
2010,70787,19,5.1526,4.9426,5.2795,"RD2       ",49
2010,70787,119,2.9465,2.8459,3.0934,"RD3       ",53
2010,70787,56,4.3517,3.9052,4.7271,"RD2       ",51
2006,62666,43,4.43,4.2008,4.5898,"RD2       ",50
2006,62666,71,4.7943,4.4678,5.1887,"RD1       ",52
2019,85230,19,4.8443,4.3709,5.2398,"RD2       ",49
2020,85690,55,4.9597,4.7234,8.8178,"RD1       ",53
2014,76150,74,3.8065,3.5609,4.0427,"RD3       ",53
2011,72067,16,4.0232,3.8579,4.175,"RD2       ",48
2018,84250,88,5.7789,4.886,7.1574,"RD1       ",53
2009,69067,29,4.4593,4.2971,4.6067,"RD2       ",49
2010,70787,66,5.8829,5.7594,5.9298,"RD1       ",51
2009,69067,57,6.9448,6.8609,7.0091,"RD1       ",51
2012,73190,17,2.8885,2.8504,2.9976,"RD3       ",48
2016,80471,10,5.0223,4.8325,5.169,"RD2       ",48
2010,70787,50,6.0793,5.6813,6.3228,"RD1       ",50
2015,77830,46,3.4717,3.36,3.61,"RD3       ",51
2016,80471,3,4.9608,4.7182,5.1156,"RD2       ",48
2007,65106,4,6.4148,6.2982,6.5196,"RD1       ",48
2008,67007,19,3.3887,3.2962,3.4672,"RD3       ",48
2010,70787,65,6.3218,6.247,6.3661,"RD1       ",51
2008,67007,117,4.5268,4.315,4.795,"RD2       ",53
2012,73190,108,4.2114,4.0878,4.3443,"RD2       ",54
2009,69067,45,7.0853,7.002,7.1312,"RD1       ",50
2010,70787,122,2.8804,2.7726,2.9698,"RD3       ",53
2014,76150,39,5.2914,4.5592,6.1732,"RD2       ",51
2007,65106,20,6.0234,5.8202,6.3544,"RD1       ",49
2011,72067,74,5.6693,5.3169,5.9717,"RD1       ",51
2009,69067,120,2.9375,2.853,3.0096,"RD3       ",53
2019,85230,78,3.712,3.5685,3.8469,"RD3       ",53
2012,73190,93,5.6249,5.2443,6.0901,"RD1       ",53
