"TRIP_ID","VESSEL_ID","SUFFIX","CAPTAIN_ID","FISHING_EVENT_ID","FE_MAJOR_LEVEL_ID","SET_YEAR","SET_MONTH","SET_DAY","SET_TIME","DURATION_MINUTES","SABLE_DEPTH_GROUP","SABLE_AREA_GROUP","SABLE_SET_TYPE","GROUPING_CODE","REASON_CODE","FE_REASON_COMMENT","GEAR_CODE","NS_AREA","INSHORE_IND","SEAMOUNT_IND","MAJOR_STAT_AREA_CODE","MINOR_STAT_AREA_CODE","LOCALITY_CODE","FE_FISHING_Ground_COMMENT","START_LATITUDE","START_LONGITUDE","END_LATITUDE","END_LONGITUDE","FE_BEGINNING_BOTTOM_DEPTH","FE_END_BOTTOM_DEPTH","FE_MODAL_BOTTOM_DEPTH","TRAP_MODIFICATIONS_CODE","FE_USABILITY","CPUE_SABLE_WEIGHT","CPUE_SABLE_COUNT","CPUE_TRAPS","TOTAL_TRAPS","TOTAL_SABLE_COUNT","TOTAL_SABLE_WEIGHT","VERIFICATION_METHOD","FE_START_LATTITUDE_DEGREE","FE_START_LATTITUDE_MINUTE","FE_START_LONGITUDE_DEGREE","fe_start_longitude_minute","FE_END_LATTITUDE_DEGREE","fe_end_lattitude_minute","fe_end_longitude_degree","fe_end_longitude_minute","START_FATHOMS","END_FATHOMS","MODAL_DEPTH_FM","DepthStrataID","Nh","Wh","cpue","Proportion Males","Male Mean Fork Len(mm)","Female Mean Fork Len(mm)","Tagged Mean Fork Len(mm)"
52100,732,1,422,471178,27,2003,10,23,1920,1312,"RD1","S2","StRS",53,32,"Type 3 tagging",2,"SOUTH",0,0,4,26,8,,49.723333,-127.572833,49.722,-127.59,402,433,415,4,12,740.6,263,22,23,268,754.7,1,49,43.4,127,34.37,49,43.32,127,35.4,220,237,227,"RD1",244,0.0452103020196405,33.6636363,0.49,590,643,602
52100,732,1,422,471179,28,2003,10,23,2048,1334,"RD2","S2","StRS",54,32,"Type 3 tagging",2,"SOUTH",0,0,4,26,4,,49.793833,-127.727833,49.8015,-127.7225,581,464,499,4,12,529.2,209,24,25,209,529.2,5,49,47.63,127,43.67,49,48.09,127,43.35,318,254,273,"RD2",313,0.0579951825088012,22.05,0.59,600,633,615
52100,732,1,422,471180,29,2003,10,25,613,1406,"RD2","S2","StRS",54,32,"Type 3 tagging",2,"SOUTH",0,0,4,26,5,,49.949166,-127.936,49.954666,-127.955333,457,457,471,4,1,1416.6,481,25,25,481,1416.6,1,49,56.95,127,56.16,49,57.28,127,57.32,250,250,258,"RD2",313,0.0579951825088012,56.664,0.5,606,639,629
52100,732,1,422,471181,30,2003,10,25,728,1475,"RD3","S2","StRS",55,32,"Type 3 tagging",2,"SOUTH",0,0,4,27,7,,49.955,-128.135,49.965,-128.115,881,879,859,4,1,1031.4,580,24,24,580,1031.4,1,49,57.3,128,8.1,49,57.9,128,6.9,482,481,470,"RD3",559,0.103576060774504,42.975,0.84,542,588,548
52100,732,1,422,471182,31,2003,10,25,824,1580,"RD3","S2","StRS",55,32,"Type 3 tagging",2,"SOUTH",0,0,4,27,7,,50.028333,-128.235,50.043333,-128.238333,1106,846,1018,4,1,835,422,25,25,422,835,1,50,1.7,128,14.1,50,2.6,128,14.3,605,463,557,"RD3",559,0.103576060774504,33.4,0.74,549,626,560
52100,732,1,422,471183,32,2003,10,25,1129,1597,,"Quatsino Sound","TRADITIONAL TAGGING",409,30,"Type 1 tagging",2,"SOUTH",0,0,4,27,3,"Quatsino Sound",50.3525,-128.385333,50.336166,-128.379833,316,810,535,4,1,765.6,1868,64,65,1868,765.6,5,50,21.15,128,23.12,50,20.17,128,22.79,173,443,293,"RD2",,,11.9625,0,0,0,608
52100,732,1,422,471184,33,2003,10,26,1620,1307,"RD1","S2","StRS",53,32,"Type 3 tagging",2,"SOUTH",0,0,4,27,3,,50.493666,-128.508833,50.498666,-128.522333,195,197,195,4,1,736.9,242,24,25,242,736.9,1,50,29.62,128,30.53,50,29.92,128,31.34,107,108,107,"RD1",244,0.0452103020196405,30.7041666,0.22,586,654,632
52100,732,1,422,471185,34,2003,10,26,1655,1344,"RD1","S2","StRS",53,32,"Type 3 tagging",2,"SOUTH",0,0,4,27,3,,50.491666,-128.558833,50.503333,-128.551666,265,202,248,4,1,1433.2,539,25,25,539,1433.2,1,50,29.5,128,33.53,50,30.2,128,33.1,145,110,136,"RD1",244,0.0452103020196405,57.328,0.23,566,627,620
52100,732,1,422,471186,35,2003,10,26,185,835,,"Pisces Canyon","TRADITIONAL TAGGING",440,30,"Type 1 tagging",2,"SOUTH",0,0,5,11,11,"Pisces Canyon",50.516,-128.586333,50.492166,-128.586333,376,671,616,4,1,2930.7,1204,64,64,1204,2930.7,5,50,30.96,128,35.18,50,29.53,128,35.18,206,367,337,"RD2",,,45.7921875,0,0,0,629
52100,732,1,422,471187,36,2003,10,26,1857,988,,"Pisces Canyon","TRADITIONAL TAGGING",440,30,"Type 1 tagging",2,"SOUTH",0,0,5,11,11,"Pisces Canyon",50.487666,-128.577833,50.512666,-128.574833,325,398,416,4,1,,1105,65,65,1105,0,9,50,29.26,128,34.67,50,30.76,128,34.49,178,218,227,"RD1",,,0,0,0,0,
52100,732,1,422,471188,37,2003,10,26,2047,1302,"RD1","S2","StRS",53,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,6,,50.614666,-128.738166,50.605833,-128.7335,221,221,221,4,1,272.2,105,25,25,105,272.2,1,50,36.88,128,44.29,50,36.35,128,44.01,121,121,121,"RD1",244,0.0452103020196405,10.888,0.39,580,616,618
52100,732,1,422,471189,38,2003,10,26,2219,1356,"RD2","S2","StRS",54,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,11,,50.6545,-128.932166,50.664,-128.948166,460,548,544,4,1,1914.2,783,24,24,783,1914.2,5,50,39.27,128,55.93,50,39.84,128,56.89,252,300,297,"RD2",313,0.0579951825088012,79.7583333,0.55,597,615,603
52100,732,1,422,471156,5,2003,10,17,1137,1710,"RD1","S1","StRS",50,32,"Type 3 tagging",2,"SOUTH",0,0,3,23,13,,48.245,-125.785,48.238333,-125.795,309,318,305,4,1,1345.4,464,25,25,464,1345.4,1,48,14.7,125,47.1,48,14.3,125,47.7,169,174,167,"RD1",272,0.0503983694645173,53.816,0.39,593,645,622
52100,732,1,422,471155,4,2003,10,17,842,1678,"RD2","S1","StRS",51,32,"Type 3 tagging",2,"SOUTH",0,0,3,23,10,,48.32,-126.12,48.336666,-126.116666,801,623,718,4,1,313.5,161,25,25,161,313.5,1,48,19.2,126,7.2,48,20.2,126,7,438,341,393,"RD2",309,0.0572540300166759,12.54,0.72,542,578,559
52100,732,1,422,471154,3,2003,10,17,67,1518,"RD3","S1","StRS",52,32,"Type 3 tagging",2,"SOUTH",0,0,3,23,0,,48.396666,-126.372333,48.408333,-126.371666,1177,1150,1159,4,12,173.3,60,21,24,61,177.2,1,48,23.8,126,22.34,48,24.5,126,22.3,644,629,634,"RD3",506,0.0937557902538447,8.2523809,0.21,559,609,636
52100,732,1,422,471153,2,2003,10,16,1829,1645,,"Father Charles Canyon","TRADITIONAL TAGGING",337,30,"Type 1 tagging",2,"SOUTH",0,0,3,23,12,"Father Charles Canyon",48.671666,-126.34,48.663333,-126.308333,526,395,468,4,12,1716.7,577,62,65,577,1716.7,1,48,40.3,126,20.4,48,39.8,126,18.5,288,216,256,"RD2",,,27.6887096,0,0,0,623
52100,732,1,422,471152,1,2003,10,16,1421,1383,,"Barkley Canyon","TRADITIONAL TAGGING",339,30,"Type 1 tagging",2,"SOUTH",0,0,3,23,10,"Barkley Canyon",48.335,-125.93,48.345,-125.898333,462,298,356,4,1,991,621,62,62,621,991,5,48,20.1,125,55.8,48,20.7,125,53.9,253,163,195,"RD1",,,15.9838709,0,0,0,628
52100,732,1,422,471190,39,2003,10,28,83,1443,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,7,,50.942333,-129.556833,50.937,-129.537,239,230,234,4,1,472.1,155,25,25,155,472.1,1,50,56.54,129,33.41,50,56.22,129,32.22,131,126,128,"RD1",907,0.168056327589402,18.884,0.35,587,649,627
52100,732,1,422,471191,40,2003,10,28,935,1494,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,7,,51.02,-129.648333,51.028333,-129.655,947,901,940,4,1,452.1,198,25,25,198,452.1,1,51,1.2,129,38.9,51,1.7,129,39.3,518,493,514,"RD3",343,0.0635538261997406,18.084,0.65,595,633,604
52100,732,1,422,471192,41,2003,10,28,1057,440,,"Triangle Island","TRADITIONAL TAGGING",429,30,"Type 1 tagging",2,"SOUTH",0,0,5,11,7,"Triangle Island",51.0825,-129.639166,51.060833,-129.614333,579,557,577,4,1,759.9,1167,64,64,1167,759.9,5,51,4.95,129,38.35,51,3.65,129,36.86,317,305,316,"RD2",,,11.8734375,0,0,0,598
52100,732,1,422,471193,42,2003,10,28,128,1460,,"Triangle Island","TRADITIONAL TAGGING",429,30,"Type 1 tagging",2,"SOUTH",0,0,5,11,7,"Triangle Island",51.0385,-129.559333,51.061333,-129.553333,603,583,590,4,1,,1415,66,66,1415,0,9,51,2.31,129,33.56,51,3.68,129,33.2,330,319,323,"RD2",,,0,0,0,0,619
52100,732,1,422,471194,43,2003,10,28,1243,1577,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,7,,51.080166,-129.546833,51.0705,-129.551833,486,512,473,4,1,1216.3,483,25,25,483,1216.3,1,51,4.81,129,32.81,51,4.23,129,33.11,266,280,259,"RD2",310,0.0574393181397072,48.652,0.63,592,636,611
52100,732,1,422,471195,44,2003,10,28,1443,1666,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,12,,51.216,-129.526833,51.221333,-129.511166,296,296,296,4,1,1063.6,471,24,24,471,1063.6,1,51,12.96,129,31.61,51,13.28,129,30.67,162,162,162,"RD1",907,0.168056327589402,44.3166666,0.34,558,600,574
52100,732,1,422,471196,45,2003,10,29,440,2310,,"Middle Ground","TRADITIONAL TAGGING",427,30,"Type 1 tagging",2,"SOUTH",0,0,5,11,12,"Middle Ground",51.229166,-130.058,51.2025,-130.046333,601,590,594,4,1,1879,2164,64,64,2164,1879,5,51,13.75,130,3.48,51,12.15,130,2.78,329,323,325,"RD2",,,29.359375,0,0,0,561
52100,732,1,422,471197,46,2003,10,29,2128,2783,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"NORTH",0,0,6,8,10,,51.3415,-129.713333,51.351,-129.721833,206,213,210,4,1,92.8,47,24,24,47,92.8,5,51,20.49,129,42.8,51,21.06,129,43.31,113,116,115,"RD1",907,0.168056327589402,3.8666666,0.33,500,535,557
52100,732,1,422,471198,47,2003,10,29,2256,2801,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"NORTH",0,0,6,8,10,,51.3745,-129.9335,51.382333,-129.944166,248,248,248,4,1,1482.2,514,25,25,514,1482.2,1,51,22.47,129,56.01,51,22.94,129,56.65,136,136,136,"RD1",907,0.168056327589402,59.288,0.27,585,629,626
52100,732,1,422,471199,48,2003,10,30,106,1416,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,15,,51.594666,-130.492,51.5835,-130.492666,566,610,588,4,1,785.5,357,25,25,357,785.5,1,51,35.68,130,29.52,51,35.01,130,29.56,309,334,322,"RD2",310,0.0574393181397072,31.42,0.84,564,621,587
52100,732,1,422,471200,49,2003,10,30,1238,1418,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,14,,51.5815,-130.178666,51.57,-130.171666,718,791,758,4,1,1176.6,408,25,25,408,1176.6,1,51,34.89,130,10.72,51,34.2,130,10.3,393,433,414,"RD2",310,0.0574393181397072,47.064,0.68,602,639,619
52100,732,1,422,471201,50,2003,10,30,1415,1600,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,10,,51.4705,-130.028833,51.459666,-130.0295,700,696,652,4,12,1028.6,422,24,25,423,1030.8,1,51,28.23,130,1.73,51,27.58,130,1.77,383,381,357,"RD2",310,0.0574393181397072,42.8583333,0.59,584,618,596
52100,732,1,422,471202,51,2003,10,30,1548,1355,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,15,,51.433166,-130.247166,51.432833,-130.261666,877,846,835,4,1,1021.8,462,25,25,462,1021.8,1,51,25.99,130,14.83,51,25.97,130,15.7,480,463,457,"RD3",343,0.0635538261997406,40.872,0.76,572,639,569
52100,732,1,422,471203,52,2003,10,31,621,1429,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"NORTH",0,0,6,8,6,,51.955,-130.453,51.9445,-130.444166,420,396,409,4,1,1212,481,25,25,481,1212,1,51,57.3,130,27.18,51,56.67,130,26.65,230,217,224,"RD1",907,0.168056327589402,48.48,0.6,587,604,587
52100,732,1,422,471204,53,2003,10,31,87,1484,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,6,,51.765666,-130.5095,51.7535,-130.5135,539,640,585,4,1,1672.8,618,26,26,618,1672.8,1,51,45.94,130,30.57,51,45.21,130,30.81,295,350,320,"RD2",310,0.0574393181397072,64.3384615,0.48,607,637,612
52100,732,1,422,471205,54,2003,11,1,1138,1329,,"Cape St. James","TRADITIONAL TAGGING",359,30,"Type 1 tagging",2,"NORTH",0,0,6,8,12,"Cape St. James",51.695,-130.7645,51.694333,-130.81,420,848,713,4,1,878.9,1339,59,59,1339,878.9,5,51,41.7,130,45.87,51,41.66,130,48.6,230,464,390,"RD2",,,14.8966101,0,0,0,637
52100,732,1,422,471206,55,2003,11,1,1256,1425,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.617,-130.696833,51.613333,-130.714,822,991,918,4,1,370.1,101,25,25,101,370.1,1,51,37.02,130,41.81,51,36.8,130,42.84,449,542,502,"RD3",343,0.0635538261997406,14.804,0.52,628,690,682
52100,732,1,422,471207,56,2003,11,1,1345,1476,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.624166,-130.777666,51.614166,-130.7695,1051,1060,1046,4,1,557.7,145,25,25,145,557.7,1,51,37.45,130,46.66,51,36.85,130,46.17,575,580,572,"RD3",343,0.0635538261997406,22.308,0.55,654,764,673
52100,732,1,422,471208,57,2003,11,1,1552,1483,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,0,,51.710333,-130.897333,51.699666,-130.894166,1044,1296,1130,4,1,609.3,154,24,25,154,609.3,1,51,42.62,130,53.84,51,41.98,130,53.65,571,709,618,"RD3",343,0.0635538261997406,25.3875,0.69,680,728,680
52100,732,1,422,471209,58,2003,11,2,448,1494,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,9,34,1,,52.023333,-131.2605,52.0245,-131.243166,250,243,246,4,1,47.9,17,26,26,17,47.9,1,52,1.4,131,15.63,52,1.47,131,14.59,137,133,135,"RD1",114,0.0211228460255698,1.8423076,0.17,462,566,634
52100,732,1,422,471210,59,2003,11,2,610,1513,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.946,-131.112833,51.935833,-131.11,228,226,223,4,1,102.7,24,25,25,24,102.7,1,51,56.76,131,6.77,51,56.15,131,6.6,125,124,122,"RD1",114,0.0211228460255698,4.108,0.44,684,724,693
52100,732,1,422,471211,60,2003,11,2,649,1577,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.930666,-131.149166,51.930666,-131.165666,480,541,519,4,1,1296,433,25,25,433,1296,1,51,55.84,131,8.95,51,55.84,131,9.94,262,296,284,"RD2",124,0.0229757272558829,51.84,0.55,610,640,626
52100,732,1,422,471212,61,2003,11,2,2113,1307,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,9,34,1,,52.005166,-131.417333,52.011166,-131.428,1373,1078,1185,4,1,185.2,37,22,22,37,185.2,1,52,0.31,131,25.04,52,0.67,131,25.68,751,589,648,"RD3",346,0.0641096905688345,8.4181818,0.32,716,762,757
52100,732,1,422,471213,62,2003,11,2,2229,1363,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,9,34,1,,52.083833,-131.514833,52.082666,-131.497166,1367,1274,1302,4,1,50.1,14,25,25,14,50.1,1,52,5.03,131,30.89,52,4.96,131,29.83,747,697,712,"RD3",346,0.0641096905688345,2.004,0.33,700,671,690
52100,732,1,422,471214,63,2003,11,2,2332,1402,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,34,1,,52.119,-131.403833,52.1165,-131.423333,502,746,662,4,1,1653.7,565,24,25,586,1727.1,5,52,7.14,131,24.23,52,6.99,131,25.4,274,408,362,"RD2",124,0.0229757272558829,68.9041666,0.44,615,640,622
52100,732,1,422,471215,64,2003,11,3,20,1528,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,34,1,,52.1385,-131.452166,52.140666,-131.415166,570,749,634,4,1,1367.7,460,25,25,460,1367.7,1,52,8.31,131,27.13,52,8.44,131,24.91,312,410,347,"RD2",124,0.0229757272558829,54.708,0.36,635,636,610
52100,732,1,422,471216,65,2003,11,4,107,1723,,"Gowgaia Bay","TRADITIONAL TAGGING",379,30,"Type 1 tagging",2,"NORTH",0,0,9,34,3,"Gowgaia Bay",52.378166,-131.678666,52.367666,-131.7145,683,1137,972,4,1,1136.8,683,50,50,683,1136.8,5,52,22.69,131,40.72,52,22.06,131,42.87,373,622,531,"RD3",,,22.736,0,0,0,687
52100,732,1,422,471217,66,2003,11,4,1116,1406,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,34,3,,52.449666,-131.757333,52.4395,-131.762833,550,744,733,4,1,1821.5,573,25,25,573,1821.5,1,52,26.98,131,45.44,52,26.37,131,45.77,301,407,401,"RD2",124,0.0229757272558829,72.86,0.44,614,652,626
52100,732,1,422,471218,67,2003,11,4,1157,1488,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,9,34,3,,52.468333,-131.738166,52.4575,-131.750833,140,427,235,4,1,452.3,126,25,25,126,452.3,1,52,28.1,131,44.29,52,27.45,131,45.05,77,233,128,"RD1",114,0.0211228460255698,18.092,0.16,640,668,680
