"Year","Age","Male_Proportion","Female_Proportion","Male_Yr_Total","Female_Yr_Total","m","f","SetType"
2008,32,0.012158,0.01,329,400,0,0,"StRS"
2008,33,0.003039,0.005,329,400,0,0,"StRS"
2008,34,0.006079,0.0075,329,400,0,0,"StRS"
2008,35,0.155015,0.13,329,400,0,0,"StRS"
2009,2,0.012106,0.008869,413,451,0,0,"StRS"
2009,3,0.016949,0.033259,413,451,0,0,"StRS"
2009,4,0.026634,0.046563,413,451,0,0,"StRS"
2009,5,0.053268,0.101995,413,451,0,0,"StRS"
2009,6,0.053268,0.082039,413,451,0,0,"StRS"
2009,7,0.050847,0.090909,413,451,0,0,"StRS"
2009,8,0.118644,0.086474,413,451,1,0,"StRS"
2009,9,0.116222,0.126385,413,451,0,1,"StRS"
2009,10,0.07506,0.07317,413,451,0,0,"StRS"
2009,11,0.070217,0.066518,413,451,0,0,"StRS"
2009,12,0.031476,0.039911,413,451,0,0,"StRS"
2009,13,0.041162,0.019955,413,451,0,0,"StRS"
2009,14,0.033898,0.017738,413,451,0,0,"StRS"
2009,15,0.012106,0.006651,413,451,0,0,"StRS"
2009,16,0.009685,0.013303,413,451,0,0,"StRS"
2009,17,0.009685,0.004434,413,451,0,0,"StRS"
2009,18,0.016949,0.017738,413,451,0,0,"StRS"
2009,19,0.021791,0.011086,413,451,0,0,"StRS"
2009,20,0.016949,0.004434,413,451,0,0,"StRS"
2009,21,0.012106,0.002217,413,451,0,0,"StRS"
2009,22,0.009685,0,413,451,0,0,"StRS"
2009,23,0,0.002217,413,451,0,0,"StRS"
2009,24,0.004842,0.013303,413,451,0,0,"StRS"
2009,25,0.007263,0.006651,413,451,0,0,"StRS"
2009,26,0.009685,0.011086,413,451,0,0,"StRS"
2009,27,0.009685,0.002217,413,451,0,0,"StRS"
2009,28,0.002421,0.004434,413,451,0,0,"StRS"
2009,29,0.016949,0.011086,413,451,0,0,"StRS"
2009,30,0.004842,0,413,451,0,0,"StRS"
2009,31,0.004842,0.002217,413,451,0,0,"StRS"
2009,32,0.009685,0.008869,413,451,0,0,"StRS"
2009,33,0.004842,0.004434,413,451,0,0,"StRS"
2009,34,0.009685,0.002217,413,451,0,0,"StRS"
2009,35,0.099273,0.077605,413,451,0,0,"StRS"
2010,2,0.067982,0.070745,456,523,0,0,"StRS"
2010,3,0.03728,0.065009,456,523,0,0,"StRS"
2010,4,0.019736,0.032504,456,523,0,0,"StRS"
2010,5,0.024122,0.051625,456,523,0,0,"StRS"
2010,6,0.035087,0.053537,456,523,0,0,"StRS"
2010,7,0.050438,0.074569,456,523,0,0,"StRS"
2010,8,0.061403,0.047801,456,523,0,0,"StRS"
2010,9,0.063596,0.065009,456,523,0,0,"StRS"
2010,10,0.157894,0.145315,456,523,1,1,"StRS"
2010,11,0.05921,0.051625,456,523,0,0,"StRS"
2010,12,0.050438,0.032504,456,523,0,0,"StRS"
2010,13,0.039473,0.030592,456,523,0,0,"StRS"
2010,14,0.01535,0.026768,456,523,0,0,"StRS"
2010,15,0.041666,0.026768,456,523,0,0,"StRS"
2010,16,0.01535,0.011472,456,523,0,0,"StRS"
2010,17,0.004385,0.013384,456,523,0,0,"StRS"
2010,18,0.013157,0.007648,456,523,0,0,"StRS"
2010,19,0.010964,0.011472,456,523,0,0,"StRS"
2010,20,0.01535,0.00956,456,523,0,0,"StRS"
2010,21,0.006578,0.011472,456,523,0,0,"StRS"
2010,22,0.002192,0.005736,456,523,0,0,"StRS"
2010,23,0.008771,0.005736,456,523,0,0,"StRS"
2010,24,0.010964,0.003824,456,523,0,0,"StRS"
2010,25,0.008771,0.005736,456,523,0,0,"StRS"
2010,26,0.010964,0.005736,456,523,0,0,"StRS"
2010,27,0.010964,0.005736,456,523,0,0,"StRS"
2010,28,0.006578,0.005736,456,523,0,0,"StRS"
2010,29,0.010964,0.005736,456,523,0,0,"StRS"
2010,30,0.008771,0.00956,456,523,0,0,"StRS"
2010,31,0.002192,0.007648,456,523,0,0,"StRS"
2010,32,0.006578,0.007648,456,523,0,0,"StRS"
2010,33,0.004385,0.00956,456,523,0,0,"StRS"
2010,34,0.002192,0.003824,456,523,0,0,"StRS"
2010,35,0.114035,0.072657,456,523,0,0,"StRS"
2011,2,0.049808,0.040677,522,590,0,0,"StRS"
2011,3,0.059386,0.123728,522,590,0,1,"StRS"
2011,4,0.070881,0.076271,522,590,0,0,"StRS"
2011,5,0.047892,0.071186,522,590,0,0,"StRS"
2011,6,0.022988,0.067796,522,590,0,0,"StRS"
2011,7,0.038314,0.047457,522,590,0,0,"StRS"
2011,8,0.038314,0.049152,522,590,0,0,"StRS"
2011,9,0.053639,0.047457,522,590,0,0,"StRS"
2011,10,0.032567,0.035593,522,590,0,0,"StRS"
2011,11,0.084291,0.052542,522,590,0,0,"StRS"
2011,12,0.086206,0.055932,522,590,1,0,"StRS"
2011,13,0.053639,0.038983,522,590,0,0,"StRS"
2011,14,0.044061,0.037288,522,590,0,0,"StRS"
2011,15,0.024904,0.022033,522,590,0,0,"StRS"
2011,16,0.022988,0.022033,522,590,0,0,"StRS"
2011,17,0.013409,0.016949,522,590,0,0,"StRS"
2011,18,0.011494,0.015254,522,590,0,0,"StRS"
2011,19,0.007662,0.015254,522,590,0,0,"StRS"
2011,20,0.007662,0.010169,522,590,0,0,"StRS"
2011,21,0.003831,0.005084,522,590,0,0,"StRS"
2011,22,0.007662,0.008474,522,590,0,0,"StRS"
2011,23,0.015325,0.011864,522,590,0,0,"StRS"
2011,24,0.003831,0.005084,522,590,0,0,"StRS"
2011,25,0.007662,0.001694,522,590,0,0,"StRS"
2011,26,0.013409,0.006779,522,590,0,0,"StRS"
2011,27,0.011494,0.013559,522,590,0,0,"StRS"
2011,28,0.003831,0.003389,522,590,0,0,"StRS"
2011,29,0.001915,0.001694,522,590,0,0,"StRS"
2011,30,0.003831,0.005084,522,590,0,0,"StRS"
2011,31,0,0.006779,522,590,0,0,"StRS"
2011,32,0.007662,0,522,590,0,0,"StRS"
2011,33,0.009578,0.003389,522,590,0,0,"StRS"
2011,34,0.009578,0.003389,522,590,0,0,"StRS"
2011,35,0.130268,0.076271,522,590,0,0,"StRS"
2012,2,0.011804,0.014634,593,615,0,0,"StRS"
2012,3,0.047217,0.087804,593,615,0,0,"StRS"
2012,4,0.099494,0.172357,593,615,1,1,"StRS"
2012,5,0.062394,0.076422,593,615,0,0,"StRS"
2012,6,0.028667,0.050406,593,615,0,0,"StRS"
2012,7,0.037099,0.058536,593,615,0,0,"StRS"
2012,8,0.035413,0.035772,593,615,0,0,"StRS"
2012,9,0.026981,0.034146,593,615,0,0,"StRS"
2012,10,0.028667,0.03252,593,615,0,0,"StRS"
2012,11,0.045531,0.045528,593,615,0,0,"StRS"
2012,12,0.075885,0.04065,593,615,0,0,"StRS"
2012,13,0.059021,0.04878,593,615,0,0,"StRS"
2012,14,0.047217,0.034146,593,615,0,0,"StRS"
2012,15,0.037099,0.029268,593,615,0,0,"StRS"
2012,16,0.018549,0.02439,593,615,0,0,"StRS"
2012,17,0.018549,0.019512,593,615,0,0,"StRS"
2012,18,0.01349,0.017886,593,615,0,0,"StRS"
2012,19,0.008431,0.00813,593,615,0,0,"StRS"
2012,20,0.008431,0.011382,593,615,0,0,"StRS"
2012,21,0.005059,0.013008,593,615,0,0,"StRS"
2012,22,0.005059,0.003252,593,615,0,0,"StRS"
2012,23,0.005059,0.006504,593,615,0,0,"StRS"
2012,24,0.006745,0.003252,593,615,0,0,"StRS"
2012,25,0.005059,0.019512,593,615,0,0,"StRS"
2012,26,0.011804,0.004878,593,615,0,0,"StRS"
2012,27,0.005059,0.001626,593,615,0,0,"StRS"
2012,28,0.016863,0.006504,593,615,0,0,"StRS"
2012,29,0.01349,0.00813,593,615,0,0,"StRS"
2012,30,0.006745,0.013008,593,615,0,0,"StRS"
2012,31,0.001686,0.006504,593,615,0,0,"StRS"
2012,32,0.008431,0.003252,593,615,0,0,"StRS"
2012,33,0.006745,0.004878,593,615,0,0,"StRS"
2012,34,0.011804,0.004878,593,615,0,0,"StRS"
2012,35,0.180438,0.058536,593,615,0,0,"StRS"
2013,2,0.012578,0.009293,477,538,0,0,"StRS"
2013,3,0.044025,0.048327,477,538,0,0,"StRS"
2013,4,0.090146,0.092936,477,538,0,0,"StRS"
2013,5,0.115303,0.133828,477,538,1,1,"StRS"
2013,6,0.083857,0.065055,477,538,0,0,"StRS"
2013,7,0.046121,0.044609,477,538,0,0,"StRS"
2013,8,0.033542,0.044609,477,538,0,0,"StRS"
2013,9,0.02935,0.035315,477,538,0,0,"StRS"
2013,10,0.033542,0.031598,477,538,0,0,"StRS"
2013,11,0.025157,0.052044,477,538,0,0,"StRS"
2013,12,0.05241,0.044609,477,538,0,0,"StRS"
2013,13,0.035639,0.055762,477,538,0,0,"StRS"
2013,14,0.054507,0.037174,477,538,0,0,"StRS"
2013,15,0.027253,0.048327,477,538,0,0,"StRS"
2013,16,0.031446,0.033457,477,538,0,0,"StRS"
2013,17,0.02306,0.009293,477,538,0,0,"StRS"
2013,18,0.018867,0.016728,477,538,0,0,"StRS"
2013,19,0.006289,0.013011,477,538,0,0,"StRS"
2013,20,0.014675,0.020446,477,538,0,0,"StRS"
2013,21,0.006289,0.013011,477,538,0,0,"StRS"
2013,22,0.008385,0.009293,477,538,0,0,"StRS"
2013,23,0.006289,0.003717,477,538,0,0,"StRS"
2013,24,0.008385,0.001858,477,538,0,0,"StRS"
2013,25,0.008385,0.016728,477,538,0,0,"StRS"
2013,26,0.008385,0.001858,477,538,0,0,"StRS"
2013,27,0.006289,0.005576,477,538,0,0,"StRS"
2013,28,0.010482,0.005576,477,538,0,0,"StRS"
2013,29,0.006289,0.013011,477,538,0,0,"StRS"
2013,30,0.006289,0.005576,477,538,0,0,"StRS"
2013,31,0.004192,0.001858,477,538,0,0,"StRS"
2013,32,0,0.005576,477,538,0,0,"StRS"
2013,33,0.004192,0.003717,477,538,0,0,"StRS"
2013,34,0,0.007434,477,538,0,0,"StRS"
2013,35,0.138364,0.068773,477,538,0,0,"StRS"
2014,2,0.001194,0.00441,837,907,0,0,"StRS"
2014,3,0.015531,0.016538,837,907,0,0,"StRS"
2014,4,0.031063,0.081587,837,907,0,0,"StRS"
2014,5,0.075268,0.085997,837,907,0,0,"StRS"
2014,6,0.103942,0.122381,837,907,0,1,"StRS"
2014,7,0.124253,0.089305,837,907,1,0,"StRS"
2014,8,0.075268,0.061742,837,907,0,0,"StRS"
2014,9,0.062126,0.042998,837,907,0,0,"StRS"
2014,10,0.039426,0.038588,837,907,0,0,"StRS"
2014,11,0.04301,0.029768,837,907,0,0,"StRS"
2014,12,0.025089,0.029768,837,907,0,0,"StRS"
2014,13,0.019115,0.030871,837,907,0,0,"StRS"
2014,14,0.039426,0.027563,837,907,0,0,"StRS"
2014,15,0.041816,0.036383,837,907,0,0,"StRS"
2014,16,0.033452,0.025358,837,907,0,0,"StRS"
2014,17,0.015531,0.025358,837,907,0,0,"StRS"
2014,18,0.016726,0.020948,837,907,0,0,"StRS"
2014,19,0.015531,0.009922,837,907,0,0,"StRS"
2014,20,0.017921,0.018743,837,907,0,0,"StRS"
2014,21,0.005973,0.015435,837,907,0,0,"StRS"
2014,22,0.008363,0.01323,837,907,0,0,"StRS"
2014,23,0.004778,0.011025,837,907,0,0,"StRS"
2014,24,0.007168,0.007717,837,907,0,0,"StRS"
2014,25,0.008363,0.002205,837,907,0,0,"StRS"
2014,26,0.007168,0.009922,837,907,0,0,"StRS"
2014,27,0.005973,0.007717,837,907,0,0,"StRS"
2014,28,0.009557,0.003307,837,907,0,0,"StRS"
2014,29,0.001194,0.00441,837,907,0,0,"StRS"
2014,30,0.002389,0.005512,837,907,0,0,"StRS"
2014,31,0.003584,0.00441,837,907,0,0,"StRS"
2014,32,0.003584,0.007717,837,907,0,0,"StRS"
2014,33,0.009557,0.007717,837,907,0,0,"StRS"
2014,34,0.003584,0.007717,837,907,0,0,"StRS"
2014,35,0.121863,0.093715,837,907,0,0,"StRS"
2015,2,0.068292,0.062622,410,511,0,0,"StRS"
2015,3,0.060975,0.068493,410,511,0,0,"StRS"
2015,4,0.063414,0.103718,410,511,0,0,"StRS"
2015,5,0.058536,0.119373,410,511,0,0,"StRS"
2015,6,0.063414,0.107632,410,511,0,0,"StRS"
2015,7,0.117073,0.133072,410,511,1,1,"StRS"
2015,8,0.056097,0.045009,410,511,0,0,"StRS"
2015,9,0.046341,0.037181,410,511,0,0,"StRS"
2015,10,0.041463,0.029354,410,511,0,0,"StRS"
2015,11,0.029268,0.021526,410,511,0,0,"StRS"
2015,12,0.021951,0.007827,410,511,0,0,"StRS"
2015,13,0.026829,0.021526,410,511,0,0,"StRS"
2015,14,0.034146,0.037181,410,511,0,0,"StRS"
2015,15,0.043902,0.035225,410,511,0,0,"StRS"
2015,16,0.019512,0.017612,410,511,0,0,"StRS"
2015,17,0.017073,0.015655,410,511,0,0,"StRS"
2015,18,0.014634,0.013698,410,511,0,0,"StRS"
2015,19,0.002439,0.009784,410,511,0,0,"StRS"
2015,20,0.014634,0.007827,410,511,0,0,"StRS"
2015,21,0.017073,0.001956,410,511,0,0,"StRS"
2015,22,0.014634,0.00587,410,511,0,0,"StRS"
2015,23,0.012195,0.001956,410,511,0,0,"StRS"
2015,24,0.004878,0.001956,410,511,0,0,"StRS"
2015,25,0.002439,0.007827,410,511,0,0,"StRS"
2015,26,0.019512,0.001956,410,511,0,0,"StRS"
2015,27,0.004878,0.00587,410,511,0,0,"StRS"
2015,28,0.002439,0.001956,410,511,0,0,"StRS"
2015,29,0.002439,0.007827,410,511,0,0,"StRS"
2015,30,0.009756,0.003913,410,511,0,0,"StRS"
2015,31,0.002439,0.003913,410,511,0,0,"StRS"
2015,32,0.004878,0.00587,410,511,0,0,"StRS"
2015,33,0.007317,0.001956,410,511,0,0,"StRS"
2015,34,0.004878,0.003913,410,511,0,0,"StRS"
2015,35,0.090243,0.048923,410,511,0,0,"StRS"
2016,2,0.024793,0.022865,605,656,0,0,"StRS"
2016,3,0.095867,0.138719,605,656,0,1,"StRS"
2016,4,0.039669,0.065548,605,656,0,0,"StRS"
2016,5,0.061157,0.080792,605,656,0,0,"StRS"
2016,6,0.051239,0.080792,605,656,0,0,"StRS"
2016,7,0.054545,0.118902,605,656,0,0,"StRS"
2016,8,0.117355,0.094512,605,656,1,0,"StRS"
2016,9,0.069421,0.076219,605,656,0,0,"StRS"
2016,10,0.049586,0.044207,605,656,0,0,"StRS"
2016,11,0.03471,0.036585,605,656,0,0,"StRS"
2016,12,0.042975,0.032012,605,656,0,0,"StRS"
2016,13,0.031404,0.030487,605,656,0,0,"StRS"
2016,14,0.028099,0.02439,605,656,0,0,"StRS"
2016,15,0.02314,0.02439,605,656,0,0,"StRS"
2016,16,0.029752,0.022865,605,656,0,0,"StRS"
2016,17,0.02314,0.007621,605,656,0,0,"StRS"
2016,18,0.008264,0.004573,605,656,0,0,"StRS"
2016,19,0.018181,0.01067,605,656,0,0,"StRS"
2016,20,0.016528,0.01067,605,656,0,0,"StRS"
2016,21,0.004958,0.009146,605,656,0,0,"StRS"
2016,22,0.014876,0.006097,605,656,0,0,"StRS"
2016,23,0.014876,0.006097,605,656,0,0,"StRS"
2016,24,0.006611,0.003048,605,656,0,0,"StRS"
2016,25,0.009917,0.001524,605,656,0,0,"StRS"
2016,26,0.006611,0.003048,605,656,0,0,"StRS"
2016,27,0.004958,0,605,656,0,0,"StRS"
2016,28,0,0.001524,605,656,0,0,"StRS"
2016,29,0.009917,0.003048,605,656,0,0,"StRS"
2016,30,0.003305,0.007621,605,656,0,0,"StRS"
2016,31,0.003305,0.001524,605,656,0,0,"StRS"
2016,32,0.001652,0,605,656,0,0,"StRS"
2016,33,0.006611,0,605,656,0,0,"StRS"
2016,34,0.001652,0,605,656,0,0,"StRS"
2016,35,0.08595,0.030487,605,656,0,0,"StRS"
2017,2,0.107003,0.077041,514,649,0,0,"StRS"
2017,3,0.167315,0.127889,514,649,1,0,"StRS"
2017,4,0.128404,0.163328,514,649,0,1,"StRS"
2017,5,0.097276,0.077041,514,649,0,0,"StRS"
2017,6,0.035019,0.063174,514,649,0,0,"StRS"
2017,7,0.054474,0.049306,514,649,0,0,"StRS"
2017,8,0.03891,0.067796,514,649,0,0,"StRS"
2017,9,0.052529,0.052388,514,649,0,0,"StRS"
2017,10,0.044747,0.040061,514,649,0,0,"StRS"
2017,11,0.027237,0.032357,514,649,0,0,"StRS"
2017,12,0.015564,0.024653,514,649,0,0,"StRS"
2017,13,0.017509,0.012326,514,649,0,0,"StRS"
